file_id,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6
meld_train_dia6_utt2,0.16359821,0.12749407,0.06322886,0.05629066,0.42245263,0.04293082,0.12400475
meld_train_dia6_utt3,0.46743327,0.17358762,0.052677542,0.084218055,0.091734126,0.043871537,0.086477876
meld_train_dia6_utt4,0.21889324,0.18388897,0.059974235,0.117035404,0.2716442,0.039510816,0.10905315
meld_train_dia6_utt5,0.34497786,0.114240244,0.14736111,0.09818549,0.10556996,0.09174613,0.09791925
meld_train_dia6_utt6,0.09623561,0.10538928,0.055743005,0.097617574,0.45366183,0.048556257,0.14279638
meld_train_dia6_utt7,0.47463,0.08534598,0.043881018,0.09056324,0.1622807,0.06353287,0.07976617
meld_train_dia6_utt8,0.18915041,0.24823943,0.052414324,0.12730789,0.14070454,0.11734134,0.12484211
meld_train_dia6_utt9,0.1300058,0.13756813,0.07315381,0.104449116,0.14048037,0.08485653,0.32948625
meld_train_dia6_utt10,0.10539527,0.17051895,0.08671053,0.15118639,0.09909586,0.11548369,0.2716093
meld_train_dia6_utt11,0.10240595,0.11813423,0.067526095,0.13545734,0.10442062,0.07443573,0.39762
meld_train_dia6_utt12,0.58175534,0.044129662,0.037236463,0.08724847,0.10464163,0.06271921,0.08226918
meld_train_dia6_utt13,0.5682136,0.04662475,0.044961166,0.08322476,0.1453666,0.0451206,0.06648846
meld_train_dia6_utt14,0.13960567,0.08649303,0.199347,0.17772196,0.10731953,0.09040922,0.19910353
meld_train_dia6_utt15,0.17111738,0.050981425,0.063229606,0.5332858,0.06781127,0.061318714,0.052255806
meld_train_dia6_utt16,0.094236046,0.06259295,0.072072946,0.5182341,0.12499916,0.051197086,0.07666773
meld_train_dia6_utt17,0.11867254,0.2756029,0.045346305,0.08599633,0.22829817,0.08198776,0.164096
meld_train_dia6_utt18,0.11642793,0.2696699,0.066657834,0.093274064,0.16165645,0.08223016,0.21008366
meld_train_dia6_utt19,0.19321139,0.16608281,0.059876412,0.12590687,0.21476902,0.052512214,0.1876413
meld_train_dia6_utt20,0.08293363,0.062447324,0.07069607,0.099207446,0.13315783,0.09591215,0.45564547
meld_train_dia6_utt21,0.44501483,0.06479019,0.10338054,0.093356766,0.10250699,0.074530475,0.116420254
meld_train_dia7_utt0,0.39464715,0.051575527,0.056917027,0.21643087,0.09405143,0.089999445,0.09637854
meld_train_dia7_utt1,0.0831627,0.21433504,0.05529602,0.11927893,0.1008352,0.12532715,0.301765
meld_train_dia8_utt0,0.30083257,0.061793383,0.05716711,0.19966245,0.21282367,0.06227904,0.10544175
meld_train_dia8_utt1,0.241762,0.05766108,0.07210261,0.27738267,0.08274945,0.104007155,0.16433504
meld_train_dia8_utt2,0.28517216,0.06861302,0.05474964,0.12539338,0.16641696,0.063430876,0.236224
meld_train_dia8_utt3,0.4925681,0.072117954,0.07372512,0.10793105,0.12757108,0.053755123,0.072331615
meld_train_dia8_utt4,0.22960092,0.08018694,0.04485685,0.058135398,0.39574984,0.052764423,0.13870558
meld_train_dia8_utt5,0.5602555,0.049141932,0.048015226,0.08131879,0.104308955,0.06634625,0.09061333
meld_train_dia8_utt6,0.14804006,0.055193268,0.04854207,0.068115,0.51710594,0.042005792,0.12099788
meld_train_dia9_utt0,0.4999166,0.119017676,0.035115167,0.061834443,0.15688291,0.057799447,0.06943367
meld_train_dia9_utt1,0.4041308,0.052155312,0.05525868,0.14487825,0.14210705,0.09539432,0.10607561
meld_train_dia9_utt2,0.46785998,0.09239625,0.03966818,0.09081083,0.14630999,0.07703531,0.08591952
meld_train_dia9_utt3,0.35457227,0.051796682,0.07866575,0.1579093,0.22380368,0.04062723,0.0926251
meld_train_dia9_utt4,0.50139326,0.07482458,0.060708757,0.1072676,0.12702648,0.04889965,0.0798796
meld_train_dia9_utt5,0.48590267,0.06255632,0.053560898,0.11074972,0.15676387,0.04481961,0.085646905
meld_train_dia9_utt6,0.4970886,0.071926616,0.064355545,0.108896755,0.12451111,0.055280007,0.077941336
meld_train_dia9_utt7,0.5895914,0.05696138,0.041486666,0.06817032,0.12891032,0.05112089,0.06375909
meld_train_dia9_utt8,0.46601918,0.04137625,0.054886952,0.08736112,0.21711405,0.052507214,0.08073529
meld_train_dia9_utt9,0.3081243,0.06759407,0.05674706,0.09851676,0.30292594,0.050575443,0.11551639
meld_train_dia9_utt10,0.3674493,0.07892064,0.054409023,0.14694576,0.11730106,0.11888446,0.11608968
meld_train_dia9_utt11,0.3974371,0.059617013,0.05852743,0.18489839,0.1043412,0.07841577,0.116763204
meld_train_dia9_utt12,0.07570074,0.08392811,0.06629245,0.12756145,0.15027428,0.31524444,0.18099852
meld_train_dia9_utt13,0.2473003,0.044360705,0.07004037,0.15414178,0.11233259,0.14257403,0.22925018
meld_train_dia10_utt0,0.11466089,0.15567645,0.06531694,0.11288187,0.14176297,0.084136695,0.32556415
meld_train_dia10_utt1,0.12652136,0.086741254,0.05807679,0.112086825,0.09755423,0.115665786,0.40335378
meld_train_dia10_utt2,0.10086348,0.23338532,0.054929357,0.10918432,0.14656256,0.1503821,0.20469278
meld_train_dia10_utt3,0.11867254,0.2756029,0.045346305,0.08599633,0.22829817,0.08198776,0.164096
meld_train_dia10_utt4,0.38763675,0.122706,0.065464236,0.101054505,0.06807242,0.13591817,0.119147874
meld_train_dia10_utt5,0.5772865,0.059885804,0.051539764,0.08571793,0.092209995,0.05357228,0.079787716
meld_train_dia11_utt0,0.34706587,0.10072186,0.029475957,0.1505729,0.19905691,0.056673642,0.11643289
meld_train_dia11_utt1,0.12884614,0.0967408,0.08520005,0.09992401,0.2653019,0.05417505,0.26981202
meld_train_dia11_utt2,0.5246555,0.035209984,0.058926065,0.09455949,0.1209009,0.06287232,0.10287575
meld_train_dia11_utt3,0.13260213,0.08901308,0.056702126,0.07225874,0.42627332,0.06411432,0.15903628
meld_train_dia11_utt4,0.43157315,0.047044385,0.04176418,0.07941978,0.27115333,0.055233654,0.07381151
meld_train_dia11_utt5,0.43157315,0.047044385,0.04176418,0.07941978,0.27115333,0.055233654,0.07381151
meld_train_dia11_utt6,0.28004035,0.048600115,0.052712604,0.08378551,0.34661654,0.05788747,0.13035738
meld_train_dia11_utt7,0.2812974,0.045258872,0.047525156,0.14889051,0.2521458,0.0873278,0.13755454
meld_train_dia11_utt8,0.10721912,0.11371085,0.065821595,0.08829825,0.3786431,0.055577777,0.19072932
meld_train_dia11_utt9,0.20094477,0.11680446,0.07992749,0.1446558,0.21760435,0.05067162,0.18939154
meld_train_dia12_utt0,0.21784428,0.11729987,0.039118517,0.057089917,0.41157535,0.039598666,0.11747341
meld_train_dia12_utt1,0.20331344,0.09803452,0.057411876,0.09669243,0.3703307,0.042431712,0.13178533
meld_train_dia12_utt2,0.34046474,0.066428825,0.07500953,0.11558267,0.105562426,0.1559345,0.14101727
meld_train_dia12_utt3,0.10097112,0.49348822,0.04810075,0.07073664,0.08918235,0.075594634,0.121926285
meld_train_dia12_utt4,0.17949012,0.1319165,0.06409731,0.20153737,0.07508647,0.19697355,0.15089865
meld_train_dia12_utt5,0.16204874,0.11294292,0.076762505,0.12056133,0.15770864,0.10059136,0.2693845
meld_train_dia12_utt6,0.21549396,0.07189623,0.21143085,0.22080235,0.10596684,0.07823617,0.096173614
meld_train_dia12_utt7,0.40629736,0.08483208,0.1333482,0.1181382,0.123529315,0.05798238,0.07587244
meld_train_dia12_utt8,0.15449403,0.1370572,0.21554112,0.13019104,0.1245268,0.1016145,0.1365753
meld_train_dia12_utt9,0.11898876,0.09283567,0.12949978,0.22567838,0.09172187,0.1335907,0.20768489
meld_train_dia12_utt10,0.32389012,0.13654466,0.08451234,0.14226681,0.09498036,0.12057141,0.09723432
meld_train_dia12_utt11,0.10593818,0.114647605,0.076653935,0.13991255,0.124834046,0.09701385,0.3409998
meld_train_dia13_utt0,0.1184923,0.2701807,0.03563066,0.089259125,0.28928182,0.08861515,0.10854024
meld_train_dia13_utt1,0.51096016,0.10146521,0.045621336,0.08445657,0.09837251,0.077230774,0.08189341
meld_train_dia13_utt2,0.14642976,0.4621142,0.039845333,0.06177762,0.15529102,0.07848122,0.05606079
meld_train_dia13_utt3,0.42024437,0.103514895,0.04820689,0.09960883,0.19285214,0.051578604,0.083994254
meld_train_dia14_utt0,0.4125956,0.0513087,0.039534763,0.087052494,0.2608809,0.065864295,0.08276327
meld_train_dia14_utt1,0.5537199,0.059021074,0.052190088,0.07672159,0.121656,0.0517714,0.08491995
meld_train_dia14_utt2,0.47801703,0.07492851,0.061306205,0.09946261,0.12843002,0.049558982,0.10829665
meld_train_dia14_utt3,0.087143846,0.522743,0.042770132,0.058401473,0.119934745,0.07681858,0.09218822
meld_train_dia14_utt4,0.33371374,0.1142312,0.06794332,0.0952266,0.22489265,0.06847981,0.09551264
meld_train_dia14_utt5,0.43796203,0.07646102,0.09904575,0.0815306,0.13900295,0.049380813,0.11661679
meld_train_dia15_utt0,0.16306555,0.08531465,0.08489514,0.095747985,0.15718003,0.07664856,0.33714804
meld_train_dia15_utt1,0.579319,0.065936126,0.056826513,0.09061099,0.08790263,0.04442659,0.07497819
meld_train_dia15_utt2,0.3643584,0.12535109,0.06466867,0.085302725,0.20883268,0.039746072,0.11174041
meld_train_dia15_utt3,0.24087971,0.053588305,0.07879191,0.37909395,0.10124934,0.066284,0.08011281
meld_train_dia15_utt4,0.09708231,0.41589335,0.09884258,0.09130303,0.13118064,0.07660265,0.089095436
meld_train_dia15_utt5,0.16067682,0.103805356,0.0575089,0.21575464,0.14671227,0.14666557,0.16887645
meld_train_dia15_utt6,0.14467828,0.27118015,0.08482043,0.096290894,0.22511432,0.048050106,0.12986585
meld_train_dia15_utt7,0.18408474,0.032051273,0.09665256,0.41945407,0.09396168,0.08180291,0.091992825
meld_train_dia15_utt8,0.5193661,0.08219249,0.05031238,0.08655994,0.12547146,0.05829086,0.07780684
meld_train_dia15_utt9,0.49848968,0.076067425,0.051020026,0.12330651,0.11538511,0.05323301,0.08249831
meld_train_dia15_utt10,0.27153212,0.07020756,0.06952819,0.26204,0.13018572,0.06805164,0.12845479
meld_train_dia15_utt11,0.2858624,0.109035775,0.09756798,0.2195046,0.10017374,0.08261409,0.10524149
meld_train_dia15_utt12,0.5151781,0.043563895,0.04344505,0.115943275,0.10224367,0.080783255,0.09884275
meld_train_dia15_utt13,0.53065914,0.08451059,0.06780439,0.07319245,0.096508786,0.056093074,0.091231585
meld_train_dia15_utt14,0.593283,0.043375902,0.039629124,0.09359213,0.10408934,0.059877228,0.066153206
meld_train_dia15_utt15,0.45269293,0.07553316,0.036288094,0.085406415,0.192077,0.06316152,0.0948409
meld_train_dia15_utt16,0.2846631,0.065502845,0.05649078,0.07013508,0.23837999,0.068624474,0.2162037
meld_train_dia15_utt17,0.1286492,0.095603526,0.11758475,0.1609752,0.15302329,0.08529851,0.25886554
meld_train_dia15_utt18,0.17747581,0.0746123,0.05263731,0.18492605,0.123023786,0.11357708,0.27374768
meld_train_dia15_utt19,0.5262323,0.08577464,0.060421992,0.07331299,0.11380897,0.041652914,0.098796144
meld_train_dia15_utt20,0.51834303,0.06869073,0.047887556,0.07207514,0.11219517,0.08092705,0.09988127
meld_train_dia15_utt21,0.2739789,0.08859538,0.13124347,0.09738728,0.23117183,0.04190113,0.13572204
meld_train_dia15_utt22,0.11612725,0.12772441,0.10578408,0.07376832,0.2613561,0.054398857,0.26084104
meld_train_dia16_utt0,0.14776735,0.11196163,0.103919044,0.07390311,0.28186962,0.05367861,0.22690068
meld_train_dia16_utt1,0.14198837,0.14670983,0.0481421,0.11709798,0.30667993,0.07660789,0.16277388
meld_train_dia16_utt2,0.093147,0.20475543,0.05521277,0.073874295,0.22092053,0.23088655,0.12120346
meld_train_dia16_utt3,0.22237274,0.2849036,0.05178132,0.11313107,0.09627506,0.13731736,0.09421887
meld_train_dia16_utt4,0.4591986,0.058430914,0.0767127,0.16814388,0.097682595,0.0800697,0.05976163
meld_train_dia16_utt5,0.47853753,0.07673761,0.04853707,0.11703057,0.10820949,0.089888,0.08105971
meld_train_dia17_utt0,0.2729246,0.06952389,0.069941685,0.121068045,0.12985572,0.12333013,0.2133559
meld_train_dia17_utt1,0.20216683,0.10068843,0.10403714,0.08476915,0.38322625,0.035464372,0.08964787
meld_train_dia17_utt2,0.4169103,0.1019755,0.064035274,0.09245709,0.11836398,0.099222794,0.10703504
meld_train_dia17_utt3,0.39981127,0.23647739,0.04181766,0.064427145,0.120057546,0.06117198,0.07623699
meld_train_dia17_utt4,0.11677788,0.08036547,0.22654808,0.25546494,0.11076955,0.108845994,0.10122814
meld_train_dia17_utt5,0.50616384,0.07991646,0.050836418,0.09389537,0.077909864,0.10720291,0.08407519
meld_train_dia17_utt6,0.17824319,0.11247265,0.116383605,0.15343271,0.16160916,0.10090549,0.17695318
meld_train_dia17_utt7,0.19130094,0.116797976,0.053242274,0.06966811,0.377063,0.045156587,0.14677113
meld_train_dia17_utt8,0.11997458,0.07336061,0.103538394,0.101132825,0.27823097,0.042951107,0.28081155
meld_train_dia17_utt9,0.16757117,0.084877215,0.038854424,0.0600398,0.4880987,0.0369963,0.1235624
meld_train_dia17_utt10,0.16757117,0.084877215,0.038854424,0.0600398,0.4880987,0.0369963,0.1235624
meld_train_dia18_utt0,0.4641929,0.0866591,0.05668463,0.08695846,0.1267728,0.07346088,0.10527129
meld_train_dia18_utt1,0.53495073,0.070018314,0.061033987,0.08994687,0.0897909,0.08974241,0.064516835
meld_train_dia18_utt2,0.5148014,0.12444708,0.05296578,0.07019173,0.098936476,0.054911856,0.083745725
meld_train_dia18_utt3,0.17339683,0.09734102,0.050071515,0.09246159,0.36912116,0.07614044,0.14146738
meld_train_dia18_utt4,0.47993246,0.06851022,0.099971995,0.114109896,0.101935655,0.07036982,0.06516993
meld_train_dia18_utt5,0.27272487,0.08246456,0.051175945,0.06258365,0.33113798,0.045739867,0.15417317
meld_train_dia18_utt6,0.3028894,0.11255825,0.20755579,0.11560199,0.12222115,0.068672396,0.070500985
meld_train_dia18_utt7,0.291494,0.36081442,0.056587905,0.071477294,0.092287496,0.05330935,0.074029475
meld_train_dia18_utt8,0.2189348,0.15434955,0.120334335,0.17525172,0.11369246,0.090126626,0.12731047
meld_train_dia18_utt9,0.08213908,0.30835378,0.1138612,0.1338911,0.17781192,0.0668571,0.11708582
meld_train_dia18_utt10,0.16018139,0.082597576,0.25346053,0.1278239,0.107482135,0.07127718,0.1971773
meld_train_dia19_utt0,0.5648446,0.06639153,0.03913172,0.0658672,0.13472435,0.04972958,0.07931103
meld_train_dia19_utt1,0.21784428,0.11729987,0.039118517,0.057089917,0.41157535,0.039598666,0.11747341
meld_train_dia20_utt0,0.47911978,0.09291997,0.039283488,0.124391235,0.12923715,0.05612188,0.07892651
meld_train_dia20_utt1,0.08315259,0.1333035,0.03685449,0.07814263,0.53958464,0.0422067,0.08675547
meld_train_dia20_utt2,0.12553883,0.20700997,0.052292883,0.09199131,0.29048595,0.05987616,0.1728049
meld_train_dia20_utt3,0.11758459,0.11471174,0.07539545,0.12538868,0.12557872,0.11631931,0.32502148
meld_train_dia20_utt4,0.11758459,0.11471174,0.07539545,0.12538868,0.12557872,0.11631931,0.32502148
meld_train_dia20_utt5,0.11758459,0.11471174,0.07539545,0.12538868,0.12557872,0.11631931,0.32502148
meld_train_dia20_utt6,0.17383617,0.0932654,0.049929436,0.10430962,0.39932412,0.03665583,0.14267944
meld_train_dia20_utt7,0.18820731,0.10512718,0.044457536,0.10762222,0.3886296,0.060829148,0.105126984
meld_train_dia20_utt8,0.5660212,0.07201383,0.05669988,0.05949181,0.100423366,0.0506989,0.094651006
meld_train_dia20_utt9,0.21939875,0.11401192,0.14193404,0.19589917,0.18806168,0.06745995,0.07323451
meld_train_dia20_utt10,0.48106477,0.17411798,0.046105422,0.084383115,0.08480253,0.054128174,0.07539804
meld_train_dia20_utt11,0.4992948,0.046221487,0.070175566,0.10192582,0.15062912,0.055940434,0.075812794
meld_train_dia20_utt12,0.11223495,0.17331655,0.04894182,0.08112893,0.35317123,0.050722197,0.18048424
meld_train_dia20_utt13,0.15300548,0.10232957,0.034403455,0.093678094,0.4610774,0.033254545,0.12225141
meld_train_dia20_utt14,0.39700112,0.05679708,0.048933197,0.13278286,0.16175437,0.07842085,0.1243105
meld_train_dia20_utt15,0.09243822,0.20486505,0.11964545,0.16425303,0.14327984,0.12261502,0.15290336
meld_train_dia20_utt16,0.5716966,0.05458935,0.04892172,0.07511766,0.11214436,0.058328323,0.07920204
meld_train_dia21_utt0,0.24319617,0.34178606,0.06352822,0.0723361,0.13861386,0.057589244,0.08295037
meld_train_dia21_utt1,0.34321344,0.07906613,0.09681904,0.17682889,0.074677356,0.10652922,0.12286597
meld_train_dia21_utt2,0.21619505,0.102641046,0.051108345,0.12573494,0.3001866,0.09253664,0.11159741
meld_train_dia21_utt3,0.13785625,0.39308858,0.056321904,0.08349755,0.18034735,0.05267064,0.09621774
meld_train_dia21_utt4,0.51379704,0.046429288,0.07412251,0.15595229,0.08582952,0.056457274,0.067412086
meld_train_dia21_utt5,0.47224048,0.13170935,0.043689687,0.09054345,0.13548958,0.056163568,0.070163846
meld_train_dia21_utt6,0.09328486,0.081030376,0.11127748,0.20174934,0.13637128,0.07282945,0.30345723
meld_train_dia21_utt7,0.33644193,0.32760277,0.05298702,0.06466079,0.102369875,0.04674113,0.0691964
meld_train_dia21_utt8,0.28063047,0.06693287,0.067152515,0.19584437,0.09474788,0.18595567,0.10873625
meld_train_dia21_utt9,0.48775542,0.06444938,0.046898022,0.13239382,0.10101702,0.09368886,0.073797524
meld_train_dia21_utt10,0.4519686,0.06425405,0.0588811,0.1322865,0.14542393,0.06304014,0.08414569
meld_train_dia21_utt11,0.10923097,0.25708658,0.06984998,0.07800456,0.14224875,0.16532011,0.17825907
meld_train_dia21_utt12,0.5529431,0.041066375,0.044149008,0.10868856,0.12358769,0.052388445,0.07717679
meld_train_dia21_utt13,0.43519837,0.05465966,0.046423063,0.09830496,0.22640128,0.050558574,0.08845403
meld_train_dia22_utt0,0.09012288,0.3138129,0.08784262,0.078281835,0.109857425,0.16581318,0.15426919
meld_train_dia22_utt1,0.2896163,0.06811007,0.110659935,0.23692413,0.07698217,0.07713368,0.14057374
meld_train_dia22_utt2,0.24513847,0.29615772,0.07486908,0.09127368,0.11928803,0.08799323,0.085279755
meld_train_dia22_utt3,0.3230073,0.086054474,0.12943031,0.10585677,0.14216132,0.07857572,0.13491416
meld_train_dia23_utt0,0.10666743,0.19512217,0.10363188,0.15580767,0.088087544,0.18070117,0.1699822
meld_train_dia23_utt1,0.24078985,0.28423455,0.057531513,0.09706704,0.11854988,0.047711175,0.15411599
meld_train_dia23_utt2,0.29518065,0.2612943,0.07946505,0.08262897,0.11580469,0.047889657,0.11773668
meld_train_dia23_utt3,0.12016117,0.2557945,0.051932998,0.06842687,0.31635815,0.11581639,0.0715099
meld_train_dia23_utt4,0.54681015,0.096301906,0.05418573,0.10955484,0.07877059,0.03936042,0.075016364
meld_train_dia23_utt5,0.52169704,0.08936209,0.043937843,0.09608029,0.08987111,0.04681259,0.112239026
meld_train_dia23_utt6,0.48540366,0.0805174,0.04641154,0.10768019,0.13618736,0.0652168,0.07858305
meld_train_dia23_utt7,0.48368138,0.108395405,0.06327286,0.10073024,0.0929394,0.07122604,0.07975475
meld_train_dia23_utt8,0.12654419,0.15835959,0.05132842,0.10550589,0.13080586,0.13608244,0.29137355
meld_train_dia24_utt0,0.37936956,0.099202536,0.06113988,0.11941694,0.17616186,0.0669239,0.09778532
meld_train_dia24_utt1,0.39754993,0.046900153,0.056394197,0.15195742,0.16449904,0.0641498,0.118549466
meld_train_dia24_utt2,0.33000615,0.07155331,0.07416932,0.16493836,0.10130308,0.12884116,0.12918863
meld_train_dia24_utt3,0.10971849,0.10982563,0.05913449,0.088250555,0.46822056,0.041958634,0.12289157
meld_train_dia24_utt4,0.08843612,0.48846075,0.0439617,0.061445408,0.12998906,0.08030825,0.10739867
meld_train_dia24_utt5,0.47637546,0.0506883,0.056853145,0.13279891,0.1498191,0.053527698,0.07993742
meld_train_dia24_utt6,0.3587497,0.076345645,0.05656268,0.1272831,0.14720294,0.080371894,0.1534841
meld_train_dia24_utt7,0.36785516,0.09911857,0.060945105,0.11948386,0.22879845,0.047428805,0.076370075
meld_train_dia24_utt8,0.1973849,0.10598523,0.2983265,0.15568642,0.11333143,0.04264905,0.08663649
meld_train_dia25_utt0,0.08600279,0.17831214,0.043797083,0.07435718,0.44761932,0.046425667,0.1234858
meld_train_dia25_utt1,0.10544355,0.110924855,0.045838792,0.08456539,0.5306293,0.044173583,0.078424565
